,NAME,URL
0,グローバル経営人材の要件,https://unlimited.globis.co.jp/ja/courses/ec545780
1,異文化理解力,https://unlimited.globis.co.jp/ja/courses/e8ad13e6
2,グローバルビジネス英語 I,https://unlimited.globis.co.jp/ja/courses/2fd4dbd2
3,English Management Training (EN),https://unlimited.globis.co.jp/ja/courses/89d73146
4,グローバルで活躍するために必要なスキル～インドネシア味の素での経験を事例に～,https://unlimited.globis.co.jp/ja/courses/db842a1a
