,NAME,URL
0,Learn How to Learn ～自分にあった学習法を見つけるための4つのステップ～,https://unlimited.globis.co.jp/ja/courses/521d47ab
1,志を育てる,https://unlimited.globis.co.jp/ja/courses/4c487a02
2,これからのマネジャーの教科書,https://unlimited.globis.co.jp/ja/courses/b20b38d9
3,人生100年時代のキャリアを考える,https://unlimited.globis.co.jp/ja/courses/0b39f7df
4,パラレルキャリア～組織に依存しない働き方～,https://unlimited.globis.co.jp/ja/courses/2cdb909b
