,NAME,URL
0,組織構造,https://unlimited.globis.co.jp/ja/courses/3ef42c55
1,7S,https://unlimited.globis.co.jp/ja/courses/27e8d9eb
2,カッツ理論,https://unlimited.globis.co.jp/ja/courses/b0ac9291
3,人材マネジメント,https://unlimited.globis.co.jp/ja/courses/d2e02f8e
4,ダイバーシティマネジメント,https://unlimited.globis.co.jp/ja/courses/214aa4f5
5,元Google人事担当者が語る日本の組織と働き方のアップデート,https://unlimited.globis.co.jp/ja/courses/f3398377
6,明日からできる働き方改革のコツ～ワーク・ハードからワーク・スマートへ～,https://unlimited.globis.co.jp/ja/courses/c3a8abda
