,NAME,URL
0,カントリー・アナリシス・フレームワーク,https://unlimited.globis.co.jp/ja/courses/4315d5c4
1,グローバル経営人材の要件,https://unlimited.globis.co.jp/ja/courses/ec545780
2,CAGE,https://unlimited.globis.co.jp/ja/courses/847fc650
3,グローバル・パースペクティブ,https://unlimited.globis.co.jp/ja/courses/d8a78605
4,日本・アジア企業のグローバル化戦略,https://unlimited.globis.co.jp/ja/courses/a2a1ac18
